text_id,Pegasus_xsum,topic_category
A1D0490FD324,In this article I am going to tell you why I think it's better for students to be in schools rather than home school.,0
A1DC92E4E3C8,Technology has made it possible for people to communicate without making human contact.,2
A1DE235AFFC8,In our series of letters from African-Americans we are looking at character traits. TV is kinda like school but a lot of different things.,1
A1EC959B8C13,There are many reasons not to do distance learning.,0
A21A69767BEE,"We all have a choice to make, whether to join a team, go to a club, or not.",0
A22BC15DDB95,"Four-day work week is a good idea, but it is a bad idea.",0
A22EECAB91E9,"Cutting one day out of school would be helpful for young teenagers who are studying and working at the same time to help their families, and it would conserve much energy and resource than before, making our environment greater by conserving energy and resource in only four days of work for adults and four days of school for teenagers who attempt to any school.",0
A25E8EBA43CA,"""A problem is not just a problem it a way for a second chance""",1
A263E403FAC3,What do you think about students committing to a career at a young age?,0
A28940CA5863,"Students in high school need to think about what career that they would want to choose, so they can gain more confidence in the future.",0
A28E9B475935,"In this article, I will explain why students will not benefit if they are able to attend classes at home.",0
A2957D006D28,It has been said that the first impression are almost impossible to change.,3
A2BA5F95C077,Why high school students should not take school programs that allow to graduate in three years instead of the traditional four years.,0
A2C232F3D92C,Are you happy with your self?,1
A2CAB9C551B9,In our series of letters from students we are looking at what you can do to help you learn.,0
A2EA2D3D0542,Have you ever worked alone on an assignment and had no motivation to keep pushing?,0
A2EF5BCC488B,"In this article, I'm going to share with you some of the experiences I had when I was growing up.",1
A336FB5F2623,"Having online classes could be a good thing for students because they would not have to leave home to take their classes, and they wouldn't have to worry about making other students sick.",0
A33D66485059,In this week's prompt I'm going to write about the phrase that Tomas Jefferson wrote.,1
A356547BF789,"Hello everyone, I'm Generic_School and I'm 17 years old and I'm a senior in high school.",0
A35B4B7CBD24,It is a good idea for students to finish high school one year earlier than traditional four years.,0
A35F3D111E9A,"Some people say that if you try to do something beyond what you have already mastered, you will never grow in your life.",1
A366CC7B0D05,Some people say that first impressions are hard to change because when you meet someone for the first time it is hard to see how they would view you.,3
A38187259EEE,How would you feel if you had to go to school or take online classes?,0
A38A3B76558A,"Committing a career at a young age is really important, because it can help people focus on what they want to be.",0
A39343536B4B,"Spend time outdoors is an enjoyable way to spend time, you can spend time reading a book outdoors, you will not feel stressed or tired, and you will be feeling better.",0
A394468CDEC1,Do you think getting advice from more than one person help you make a better decision?,1
A39660CA003E,If you're forced to take a class that you don't like then you will be upset because people will think you're not good enough.,0
A3A0AB366927,What are the benefits of working alone over working as a group?,0
A3A5003C8AD1,I have a bearded dragon and I want to prove to my parents that I am capable of taking care of a bearded dragon.,1
A3C5DE6588D0,Can technology have a positive effect on people's lives?,2
A3C8FABB8B29,What do you think is a good idea for high schools to offer?,0
A3E6A572C6E5,Do you remember a time when you were under so much pressure to be something that you were not?,1
A3E9A1C9917B,Choosing a career at a young age is not a good idea for many students.,0
A403FC7A8542,"You will never grow if you do one thing many times, you will grow if you try something more heighten than what you already know, and you will be successful in your life.",1
A42A8E5FA4CD,"individuality make people be themselves, and they can afford to be the greatest accomplishment.",1
A43F5C97F2E2,I'm writing this article because a lot of people are having a hard time finding a job in Morocco.,0
A46DA0EA4F5D,Four-day school week is an option that has to be adopted not only for some businesses workers and also by each high school and higher education school after see these reasons.,0
A47106D7B784,How would you feel if your school extended the school day for two hours?,0
A484FD45778A,Some schools offer distance learning as an option for students to attend classes from home by way of online or video conferencing.,0
A495DAE52B0E,What is the best way to work at school?,0
A4A90A401002,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo considers the importance of self-reliance.",2
A4BBB301E3CE,"Winston Churchill once said ""failure to failure is the key to success"".",1
A4C46FEBBCC4,Students in high school are allowed to take classes that guide them towards a future career.,0
A4CD4307D620,"Ralph Waldo once said, ""You won't learn unless you try something new.""",1
A4DA4201903F,Do you agree with Ralph Waldo Emerson?,1
A4F11F4A76AE,I think summer break should be for 3 to 4 weeks cause most of time students are in school more than they get to have a long break.,0
A5056E812783,"In our series of letters from African journalists, film-maker, and columnist Ahmed Rashid looks at how successful people get their success.",2
A5073B74C615,How would you benefit from being attended classes from home by way of online?,0
A50D4A87B19D,There are better thinking people can do you best than you can do you best at the same time because sometimes you can win and lose at the same time.,1
A526E6F199BB,Do we accomplish more if we are always doing something?,1
A53DEC5A2DE8,This week I am going to talk about working with a group or working alone.,0
A54391563C0F,There are many activities you can do when you want to be outside but these personally are my favorite activities because I get to spend time with family.,0
A5567EF4C8EA,Students should not have to commit to a career at a young age because they will not take the career serious they will take it as a joke.,0
A56BCB594C0C,"How to get a job as a nail technician in ""Envy Nail""",0
A570CD64F0F9,The best way to influence others into doing something is by setting an example.,1
A5B9C9F26FD6,"How would you feel if your school made you sign up for an ""extracurricular activity""?",0
A5E657C1B23A,How do you choose the job that interests you the most?,0
A5E9417DBC88,"In our series of letters from African journalists, film-maker and columnist Sharmila Tagore looks at the role of failure in pursuit of success.",2
A5F6E232286C,"Technology has come a long way from its past, and it continues to progress and evolve every year as we continue to the future might be filled with just technology.",2
A643E3470F54,Do you think the school board should add an extra hour to school each day?,0
A66E85DB3C56,It is best for teenagers to stay home after curfew because it is not safe for them to be out late at night.,2
A6745A8EE7AF,Good attitude is a value the life we need practice always on the life comedian.,1
A68AABEAAB4B,diary from Generic_School:,0
A6A6C7852F05,Is it impossible to change no not impossible because it i your mentality?,1
A6AECACCFAA8,A problem can be good or bad.,1
A6BE0FAFA04B,In this article I'm going to talk about technology and how it's changed our lives.,2
A72A4397F9F5,"In our series of letters from African journalists, writer and columnist Eugenio Served looks at the importance of overcoming.",2
A72F4E50ED92,"There are many advantages of working in group over working alone because, working in group is much better than working alone.",0
A72FE8731B45,"When I was younger I wouldn't eat at school and until this day I don't because i didn't like and I would always have stomach aches, and my head would hurt a lot, and i wasn't able to concentrate in class.",0
A742ED869970,"There are two types of people in the world, those who are active and those who are inactive.",1
A754F3AC48E3,"I agree to take guides about careers because, I think that the students include to me, we want to have a specific career guide when, we will go to collage, we have to be prepared with ideas, how is the career that we want to take, and the students has to be ready with knowledge with his own careers.",0
A7627F0E8E33,"Problems happen to everyone, the real deal comes to how you will respond to it.",1
A764E2DFDDD7,How do we accomplish more if we're always doing something?,1
A79B40F29DCA,Having a positive attitude is really the key to success in life.,1
A79D997C4B42,Working with a group can be more fun than working alone because with a group you can all help each other and learn new things.,0
A7CC5A46675A,I think that having a program in our school can benefit us.,0
A7CEC076632B,What do you think about technology affecting the way people interact with one another?,2
A80542F83A7C,"I really believe that, students should really have the option to take online classes or video conferencing.",0
A81E2C81BCAB,"Albert Einstein said, ""Imagination is more important than knowledge.""",1
A828480AA508,When you think of success you might think of famous people or people that have slots of money.,1
A83B38711F26,"Children need time for school, but not that much time for school.",0
A84FFDD09442,"The positive attitude is the key to success in the life, because a person with good attitude good energy always is accepted, a person with positive attitude always is happy, because they believe that everything is possible, that people with good energy they transmit good energy to everyone around they, the positive attitude OS the key to success in here reasons why: More effective in the job, better relationship with family and friends and good life in general.",1
A87C80DEAB08,In this article I am going to talk about two stories that made peoples life easier.,1
A88BE59EEBAE,"When people ask for advice, sometimes seeking multiple opinions can help someone make a better choice by seeing if most peoples opinions are the same and it's a good advice...",1
A88FB1D1C8BD,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at the importance of leaving a fake life.",2
A8BB150F53AB,What do you think is good and bad about technology?,2
A8D0ADC676C0,Advises or opinions are things that people say or do to help others.,1
A8DFA8766B31,How do you feel about students using their phones in class?,2
A8F321EBF782,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at some ways you can show kindness to others.",2
A902D2DE1A8A,"When I go out with my friends I always come home early because I do not want to get in trouble, but when I go out with my friends I always come home early because I do not want to get in trouble, but when I go out with my friends I always come home early because I do not want to get in trouble.",2
A91103F63B19,"If you want to achieve your goals or dreams in life, you need to persevere.",1
A91E59572DA0,"In ancient times, a man who had no access to technology could not find out what was going on in the world around him.",2
A9290F062546,"Thomas Jefferson said ""never to be elder, never to give up, never to waste time"".",1
A93072F1F0EC,The principal of my school has told all the students that they have to do any kind of sports at school.,0
A93471B62AF5,How would you describe yourself as a teacher?,0
A9544F0E8868,How do you give the first impression to others?,3
A975CBC4A7E8,"In today's world there are a lot of opportunities for students to attend to classes from home by online way, Well, Now a day with the new technology.",0
A98482015F5A,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at the benefits of taking breaks.",2
A9A0D8CE21B4,How do you feel about making your own decisions?,1
A9A152AAFBE1,How would you like to work on cars in the future?,1
A9A6B5A288DC,Some people believe that students must be self-confident in order to learn.,1
A9ACA0A6ADE8,"In the French there will be more acts of kindness that way we can be happy with one another hope that I am right about there being more acts of kindness, but there are not a lot of people who do acts of kindness.",1
A9B3B0AEE38B,What do you think about older and younger students being together in school?,0
A9DA6C8A9555,In this article I'm going to tell you all the reasons why imagination is more important than knowledge.,1
A9E9851F3E7E,Some parents think it is a good idea for their children to attend classes from home.,0
A9F7B20A9483,In my class we have been learning about Winston Churchill's achievement work.,1
AA0919FCDEDC,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at the importance of enthusiasm in achieving success.",2
AA0CD6D22CA3,"In our series of letters from African-American journalists, film-maker and columnist Don Riddell looks at the importance of identifying a career before getting into high school.",2
AA1ED5376761,The key to success in life is to have a positive attitude and mind set.,1
AA2191D8D24E,In the United States the use of technology had positive affects on people's lives.,2
AA32237D75CE,"The older students are available to assist the younger students by the older students give an advice to the younger, to help them make more understandable on the subject, and to show the younger how to do something.",0
AA416CED237D,In this article I'm going to tell you why I like visiting national parks and community parks.,0
AA53069FF4B4,"In my class I have been working on a project with a group of people, and I have come up with a list of reasons why working in groups is better than working alone.",0
AA7B4CC7EE1B,There is a debate about whether a positive or a negative attitude can lead to a successful life.,1
AA8DA5629CBC,"When you have a difficult time show a smile for other people to see that can make them feel good, and that might even make you feel batter.",3
AA9B263544A9,The US Department of Education is considering allowing students to attend school classes online.,0
AAAAA48F6FEB,A three-year high school program is not a good idea for teenagers.,0
AAD6A5CBDDB9,"When I first started playing the game I didn't know how to play, because I didn't know how to hide the whole game.",0
AADAFDCD9944,"I agree with the idea of extending the school days two hours long and be a four-day school week, the reason I disagree with this event is because if the school extend the day 2 hours can mess up the student schedule after school ends.",0
AAE16C990870,In this article I am going to be explaining why I agree with the statement that the former British prime minister Winston Churchill said.,1
AAF42F8A396F,When you meet someone new it's always good to have a good impression because if you have a bad impression they're going to remember you as that one weird kid.,3
AB0686BA42E5,"People enjoy outdoors activity like; ride a bike, play sports, or just walk and enjoy the nature, because they can be healthy and appreciate the nature beauty.",0
AB142AA123BC,This week I'm going to be talking about summer break.,0
AB201C60C269,In this essay I am going to tell you why I want to visit Generic_City?,0
AB2FD69DBACF,What do you think about cell phones in the classroom?,2
AB37B00A93F1,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at some of the character traits people need to learn in order to be a good person.",2
AB6284069E18,There are a lot of schools that offer out of school education to their students.,0
AB75D2DC92B7,"Attend classes from home by online or video conferencing has benefits, ones you become more responsible, second it helps you to earned money, and gives you more opportunities to success. Attend classes from home by online or videos has benefits, ones you become more responsible, second it helps you to earned money, and gives you more opportunities to success.",0
AB7823891008,What do you think is a good idea for students to commit to a career at a young age?,0
AB834A70D155,"People depend on technology every day, every second of their life.",2
AB86BAABBF68,"It's a good idea for students to graduate of three years of high school instead of taking for years, I think if they have already passed their classes then they would not have to take elective classes, but if they need more than seven classes than they might do not be able to graduate, and they will have to come during summer to complete their classes that they need to pass.",0
AB9527C4A312,Technology has the limitation of human contract is due to use of technology had positive or negative effects on people's lives.,2
AB9FC91ABAD7,Self-reliance is the belief that each person should be able to make his or her own decisions.,1
ABA60F0BD289,How can you build self-esteem?,1
ABBA50242CFA,"How would you feel if you had to attend school every day, except for snow days?",0
ABBE700093F0,A curfew for teenagers could be coming to New York City.,2
ABC59FCA6150,Many students choose to take classes at home because their can sleep more and their don't need to take a bus or walk.,0
ABD38929777A,Many people say that school should not allow students to use cell phone in classroom.,2
ABEA8B5724EF,The world we live is different from the world we live in.,1
ABF21C9A2160,Are we the future?,2
ABFEE879153D,I'm writing this article because I feel like a lot of students are not graduating from high school in three years.,0
AC0AAA109FA6,The principal of my friend's school has told us that we should perform community service inside the school.,0
AC1F60D0F85D,If you want to know more about life's important matter then you need to seek guidance from expert that knows all the information about life's important matter.,1
AC3111702C95,How do you change a bad first impression into a good one?,3
AC5D4FAD6FDA,"Students should not be allowed to use their cellphones during class, it will allow many students to fail courses or not complete assignments.",2
AC6348A7ECB4,Some schools offer distance learning as an option for student to attend classes from home by online or video conferencing,0
AC692F322516,Teachers are allowing students to use their cell phones in the classroom.,2
AC7AB280A93C,How would you feel if you had to attend school from home?,0
AC8331539332,"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at some of the things you shouldn't do if you want to be yourself.",2
AC9719A6A375,How do you set a good example?,1
ACA08DBF39EE,"In my opinion, the students tanking to attend classes from home, by way of line or video conferencing.",0
ACA1A45EE438,There is a proposal to extend the school days by one and a half hours.,0
ACABA85B131B,Here is the answer to your question:,0
ACAE11A04F63,How do you change your first impression?,3
ACB4771E367E,In my opinion living an outgoing life or a lazy life serves purpose.,1
ACC830989D7A,We all have a purpose in life.,1
ACE1BE41A8E0,What do you think is the most important thing that people should do every day?,1
ACE3E472041C,In this article I will provide you with three reasons why kids take classes from home.,0
ACEDBB3C81A0,Some schools in the United States are allowing students to attend classes at home instead of sending them to school.,0
AD095F1ADE0A,What are the benefits of changing the school lunch menu?,0
AD097EE6B6D7,It is better to always do something than to do nothing.,1
AD175892EC1C,What are the best ways to learn?,0
AD19BF721C0F,How to change the menu at the cafeteria in your school:,0
AD28F2915402,"This week's prompt is ""Why do high school students have to wait so long to graduate?""",0
AD53B357BD0D,How to seek multiple opinions can help someone make a better choice when dealing with decision-making.,1
AD5621D2A958,First impressions change because it's a proven fact and anybody in this world can tell you first impressions change.,3
AD5F7E8C127F,It is a good idea for students to finish High School in three years?,0
AD6986B56719,"In this article I'm going to be talking about setting your goal low, and how you can never do this again.",1
AD72A536B54A,"If you don't aim high but go for short, you might not get anywhere in life.",1
AD730017246A,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at the importance of having challenges in life to become a successful person.",2
AD9CEE5A6FFF,What is better to talk to than just one person?,1
ADC42265FD32,How technology affects people's lives?,2
ADDFE045FED1,I believe most people choose who they want to be at some point in their lives.,1
ADF1112226F4,"Albert Einstein said ""imagination is more important than knowledge"".",1
ADFE2CDB6FF1,Is it right for students to attend classes from home?,0
AE0DB193F5B5,"Sir Winston Churchill said that failure plays an important role in the pursuit of success, in his speech he said that failure plays an important role in the pursuit of success, in his speech he said that failure plays an important role in the pursuit of success, in his speech he said that failure plays an important role in the pursuit of success, in his speech he said that failure plays an important role in the pursuit of success",1
AE156FEABF74,When I'll see a book about myself I will feel like wire because will be all what I did before and who I'm now.,1
AE178808D4FB,Spending time outdoors is a good way to spend time with your family and friends.,0
AE262E9DC747,Why some teachers let students use their phones in school?,2
AE2E6B3472DB,In this article I'm going to tell you why you should never give up on your dream.,1
AE370D914104,Students would benefit from being able to attend a regular school more than an option for students to attends classes from home by way of online or video conferencing.,0
AE83E9155405,"If you're going from failure to failure without loss enthusiasm you will not go to learn from your mistake, Sometimes we need to feel bad about something wrong we did in our life because if we didn't feel bad or sad we will keep doing our mistake, and we will not fail in the same things.",1
AE8A9585640A,"When you have a problem, try not to give up, and try not to get confuse, or it will be even harder for you.",1
AECE763751DB,There are many things that one can do outdoors to have fun and leave their life the way they want to.,0
AEDDD593BF0F,"When you give up, it will be hard to succeed, and get the benefit.",1
AEE8A576989C,What is your idea of a good community?,0
AEEEF8816516,"Technology is a tool for the human to amuse, but at the same time technology effects on people's lives.",2
AEF788DA28DE,The principal of a school has said that he is going to change the school's sports policy because some of the students are not good in sports.,0
AF20176EB127,Everyone has a skill and a talent that they don't even know about.,0
AF39DC7FF677,How do you feel about kids not being allowed to participate in sports and activities at your school?,0
AF4A2E8AD2A5,Working alone is more beneficial than working in a group.,0
AF6E7702012F,How do you get good results when you try your best?,1
AF71C89CD199,Every school should have a buddy program where older students can help younger students at the school.,0
AF83C17B5451,In school there are a lot of fun and educational activities.,0
AF8963C142A0,"Benefits on working with a group is a better way to get work done because most students get to use different ideas, Helping each other out with different parts on projects finishing work faster, and communicating with each other is key if working in groups.",0
AF96A2176FB7,"Some people say that students should have online classes at home, but I do not think that is the right way to go about it.",0
AF98232BDB08,How do you feel about students using their cell phones in class?,2
AF9F53EC3673,I've been playing the violin since I was three years old.,0
AFB5CC3E27EB,"Technology has a positive effect in people life because it allows people to spend more time with their family and friends, and it allows them to meet new people and learn new things.",2
AFBC394080FC,"The author Ralph Waldo Emerson once said ""there is nothing more important than being yourself.""",1
AFC600D922F6,Some people like to be themselves and some people don't like to be themselves.,1
AFD325C9347D,What would happen if school offer the program to student that qualify for the program that only take three year of high school instead of the four years?,0
AFE6CAE937D8,"First students missing school : for example my boyfriend Generic_Name decide not going to High school, anymore because days ago was missing some days is him continue like that he is going to be lost a year, if was different in the time was too long on school in he don't get support for him family is hurt a lot if you don't have anyone by your side in the reason is that he is 18, years old right now he has to work to pay rent bills and get a new change for him brother who now is a baby boy in for her mother who is not here also and other things, if the time to finish the school was not too long he has an opportunity to continue on High school in go to college in be teacher of math that's how he love.",0
AFF314E99BF2,"If you're having a hard time deciding something, you should seek multiple ideas from other people because, they can give you good ideas, and you can make the right decision not just that, but you can see how others think.",1
AFFCB27334C9,"Have you ever felt board, or idle?",1
B03AB7243AE5,Summer school is a great opportunity for students to finish school early and have a better life.,0
B046D31B68F0,How would you like your school to do some community service?,0
B04F96DEDE6B,"If you want to be someone in the future, you have to decide what career you want to take by the time you enter high school.",0
B067F0CBE15C,There's a debate going on right now about having students graduate in three years instead of four years.,0
B06DEBFFD2A8,Taking your own path is the best way to succeed in life.,1
B07B4B4428AB,"In this article, I am going to tell you why I like going to the National Park.",0
B083862AF3B4,"There are many reasons for explaining that takes classes from home is a good idea, these are some of them:",0
B08751C48DAB,What do you like to do?,0
B0B703E881B7,How do you feel about mobile phones being allowed in school?,2
B0CDBB24465F,How would you feel if teenagers were allowed to come home early?,2
B0D627CB7309,When we are faced with a problem in our lives we just have to keep on giving it our best to overcome it.,1
B0DFC5E93591,I'm going to talk about some of the things you need to know if you want to be a master gardener.,0
B106E3896C56,In this video I will be talking about why I agree with author Ralph Waldo Emerson on what he wrote.,1
B110268BBFEC,Albert Schweitzer is one of the most influential people in the world.,1
B18BEE398BAD,If you want to know why I never change you need to understand me.,1
B18CF330D3CD,I have been wanting to lose weight for a long time now and I think that losing weight would be a good thing for me.,0
B1A435B54D4A,"Commit a career at a young age is not a good idea, because it will be to complicated and difficult for them to take high school classes and their college classes at the same time, however if their high school are select to guide them toward a career let them take similar classes for example first week high school classes, and second week college classes that way they will not struggle in both different courses, and they can graduate with good grades.",0
B1AFACE6704E,Michelangelo once said that setting high goals is more beneficial than settling on a low goal.,1
B1BF25C4C28B,In this article I'm going to tell you three things that I think are really important.,1
B1C410876D33,People should be agreed with Churchill statement about the important role that failure play in the pursuit of success because that makes you feel successes and that makes you to be a good person.,1
B1D135A74E3D,I want to be a teacher and I want to learn all the things that I need to know for my future.,0
B1E1608C016D,''Success consists of going from failure to success without loss of enthusiasm.,1
B1E8A95B0939,What would you like to accomplish in the future if you had the chance to play guitar?,1
B204869FA146,"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the impact of technology on human life.",2
B2055DB7B29E,Self-esteem is one of the most important things to improve in life.,1
B2123357B114,If you want to be successful in life you have to have a positive mindset.,1
B23BDDB4B5FA,Here is my letter to the editor:,0
B261F438E0DA,How important is honesty in life?,1
B279118BA2EC,"My interests work and I want to visit is about food because I think is good work and I want to work in this work and you lair many things and I think many students like this work and you lair to cook, and you cook for you work or for you family or when your family have party.",0
B2919590BDB0,"British Prime Minister Winston Churchill once said that most of the people have this hard time and is best to talk to someone about a look for answer, in way to find the solution and fix this problem by yourself or with someone important in your life.",1
B2AD2177A42C,People have the freedom to choose what they want to be and what is best for them.,1
B2B6C25D967A,In this article I am going to tell you the most important thing be with a good attitude.,1
B2C32E74812E,It has been said that a positive attitude is the key to the success in life.,1
B2D03F892B0D,"In the United States, some schools allow students to attend classes from home.",0
B2DAE4CC6597,"If you are a student or young person, you probably know that you have to do your school work every day.",0
B312F104B015,Some schools are offering their students the option of taking classes from home.,0
B3145EA3395B,How do you see someone's impression when you first meet them?,3
B31D05A5A9CB,"How can you change someone's day, has anyone told you anything that change your life and why you should never give up?",1
B3241FAB44C9,Homework clubs are a great way for students to help each other with their work.,0
B32F41984B27,There are a lot of people who want to do the classes work online at home but I will tell you why.,0
B3493FBE6476,It would benefit many students if schools offered distance learning as an option for students to attend classes from home by way of online or video conferencing.,0
B370B0D18727,What are the benefits of working with a group?,0
B379CB700CCD,"Technology is making people's lives easier, because with technology people can find jobs, play video games, read books, and talk to other people, and buy products online that's why technology is a good effect, because is helping a lot of people.",2
B37D0A9D7859,People often say that having a positive attitude is the key to being successful in life.,1
B385E5EE33B9,Here are some reasons why you would want to go to the Bahamas.,0
B39F335086FB,Positive attitude is the key to be a successful person changing our future and always believe in ourselves that with positive attitude all is possible in the life.,1
B3AAF502DFFE,People use Technology for many things in their lives.,2
B3AB4E6C5678,What do you think should be done about cell phones in school?,2
B3B9D116021C,"When a person sets a goal high, it could mean they are setting multiple goals and not just one, but having multiple is also fantastic.",1
B3F0F2F6487F,The school day has been extended to four-day a week and the school day has been extended to two hours a day.,0
B3F18E671DF2,Some schools in the United States are extending their school hours from eight to nine hours a day.,0
B403A4E28BCE,"In our series of letters from African journalists, 14-year-old Nigerian writer and social media star Nafisatu Afolayan explains why teenagers don't listen to their parents or any adults telling them what's right and what's wrong.",2
B407B3F81C9F,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at the importance of making your own decisions.",2
B41ED2C0C016,What would you do if you could visit any place in the world?,0
B459B5B87707,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at the importance of high school.",2
B469122B9ACB,The British prime minister Winston Churchill said to never give up on anything.,1
B46E31AA2653,How important is it to learn from the experiences of others?,1
B4994C771190,In some countries students are allowed to attend classes at home instead of going to school.,0
B49D86AC2062,"In our series of letters from African journalists, novelist and writer Adaobi Tricia Nwaubani looks at the importance of failure in being successful.",2
B4B2CB4AA07F,There is a debate going on right now about adding more hours to the school day.,0
B4B82E063D04,What is the best way to set an example?,1
B4B8BEB77C2E,"In my opinion taking classes online is a good opportunity for many people because people can work and study at the same time, those classes can be more cheap, and not everybody has the opportunity to attend a college or a university.",0
B4CBDAF1161C,Many students don't even care about those classes and their grades look affected because schools required them to take those classes.,0
B4CF5269C465,Is it a good idea for students to finish high school in three years and enter college or the work force one year early?,0
B50C9D328FAD,"In our series of letters from African journalists, filmmaker and columnist Farai Sevenzo looks at why she would like to visit Pakistan.",2
B5106AB5C81C,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo explains why a four-day work week is not a good idea for schools.",2
B543953F757A,"Sports as a good educational activity example of learning about others as learning from your self, is very important when getting a job that consist in the statement of knowing other people, like being a teacher, a teacher doesn't get a job without presenting him/her in general to his/her teachers partner, or teach a class without presenting to the students in classes they'll be taking.",0
B548BF7A2A8F,"The British Prime Minister Winston Churchill said that if you want to make a wrestler in the life, then you have to make a wrestler in the life many times, but if you want to make a wrestler in the life, then you have to make a wrestler in the life many times.",1
B54DBEF87F11,"In our series of letters from African-American journalists, film-maker, and columnist Don Riddell looks at why students should take the beneficial of doing school from home.",2
B558AFC603D4,Failure can cause success to happen before you can have success.,1
B5618012B782,"Influence is not better with other people, you influence is were you doing with you friends or new people you never see, if you want god person you need or change you influence because if you doing bad things the person never want you friends because they not want problem or go the jail.",1
B5663D6B5854,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at the issue of student involvement in schools.",2
B596C01C5E87,"What would you do if you could change a full week, to a 4-day week? This also can come with responsibilitiesWell, were trying to help students out more if we change a full week, to a 4-day week.",0
B59B6731525B,People's opinion can help you make a good decision.,1
B5AA232A7261,How old is too young to commit to a career?,0
B5AE26EEE247,Have you ever wondered if having a positive attitude is the key to success in life?,1
B5FF33681C22,Some schools offer distance learning as an option for students to attend classes from home by way of online or video conferencing.,0
B5FFED1536FE,"In his book, ""The Seven Habits of Highly Effective People,"" Emerson said, ""If you want to master something, try it.""",1
B68C62AB1515,"Students should commit to a career at a young age because they will find something fun to do every day, and they won't have to worry about it in their adult lives.",0
B6A5721D64C1,How to write a letter to a manager:,0
B6ADED946A1A,"I'm writing this for convince you to don't work in groups, and here are my cons and pros about working alone or in groups.",0
B6B85CE5C8F5,"When you try to be yourself, you are trying to be something that you are not, but at the same time, you are trying to be someone that you are not.",1
B6D958C73D90,How would you feel if your school extended the school day two hours?,0
B6E9E12159E3,"When people ask for advice, should they ask more than one person?",1
B6EB1835EBE0,"""I never to be idle, just need believe a little more on myself, and always we need to think that sometimes we commit a mistake, and that's good.""",1
B6F445EE304C,Dear Abby: What's the best way to make students get good grades and benefit their lives?,0
B7053BDF5BA0,What do you think about older students assisting younger students in class?,0
B7075CD10BCC,In my opinion the option to attend classes from home by way of online or video conferencing is an excellent idea for everybody.,0
B727B720430B,How would you feel if your school had Policy 1 or Policy 2?,0
B7291A99BF2E,Examples are the best way to influence others.,1
B7350254EE93,Why people should make their own decisions for them self.,1
B744CD534ADB,"In my English class we all were working in groups, well in my group were three people one of the group was at their phone seen social media, and doing nothing, I ask if he needs help and if that was the reason why you are not helping us to do our project, I said don't ask me, that's not your problem, but there wasn't anything more that I can do for someone who do not want to work, that's one of the lots of reasons why is not helpful working with a group.",0
B7468C4DD17C,"distance learning gives students time for their jobs, they can avoid being alone.",0
B7626C8D1FAB,How to pick a career when you're in high school:,0
B76C582FA08B,Teachers and students are debating whether or not students should be allowed to use their cell phones in class.,2
B7938A92A4F9,"Some people think that if you keep working hard and do not give up then you can become a successful person, but I have a different opinion with Thomas Jefferson.",1
B794B3C07254,Positive attitude is the key to success in life.,1
B7A0347C68C3,"I am not in favor of the idea for student to take online or watch video conferencing because they can find the online teaching to be boring, and it will be very hard for student to understand the teaching.",0
B7AABB24BDB8,If we are always doing something to accomplish more than we are doing inactivity is also a better idea than doing something to accomplish more?,1
B7C150A40F86,There are many benefits of doing the traditional four years of high school before graduating.,0
B7F56382EF7D,"It could be said that people should make their own decisions because every individual knows their own good, a person will always go for the healthiest decision, and it is also profitable for their present and future.",1
B7FABBC13A0F,In our series of letters from students we are looking at the importance of character.,1
B7FCFC6A7011,What do you want to do when you grow up?,0
B821E1D68BE7,In this article I want to talk about summer break and how students use it.,0
B83897288B43,"Some people say that our character traits are formed by the things we do, the things that we see, the things that we listen to, the things that we eat, the things that we watch, the things that we listen to, the things that we listen to, the things that we listen to, the things that we listen to, the things that we listen to, the things that we listen to.",1
B83DD09D3129,"What Thomas Jefferson wrote is a pretty good idea, but some people think different, some are agree and others are disagreeing.",1
B84EF55EE7F0,I think teacher-designed projects for the summer is far more successful for the students than student-designed projects.,0
B84FF4E3504F,In our series of letters from African-Americans we are looking at self-reliance.,1
B8624C2D465A,How would you feel if your child had a B average in school?,0
B86530090737,One of the best things you can do outdoors is play a sport. If you can't swim you can also stay in the sand and make a sand castle or something like that.,0
B8656754E9EB,"British Prime Minister Winston Churchill once said that ""failure is not an option, it is a necessity.""",1
B88EA53BC496,If you want to accomplish something in life and work always strive for it.,1
B8961D64A158,How would you change the school policy on sports?,0
B8AD03895BE6,Having an extra half an hour would not be good for the school because students would not focus in class.,0
B8EE6B6594BD,The system of long vacations for students in high school can be a very problematic because they are start the adult life and need time off for live.,0
B8F0ECC9DC86,How would you like your school to do community service?,0
